Etc/UTC,Open,High,Low,Close,Volume
2006-01-02T07:49:00+00:00,1.18445,1.18451,1.18429,1.18435,673000000
2006-01-02T07:50:00+00:00,1.18442,1.1845,1.18431,1.18445,679000000
2006-01-02T07:51:00+00:00,1.18443,1.18451,1.18433,1.18441,534300000
2006-01-02T07:52:00+00:00,1.18436,1.18441,1.18424,1.18433,434200000
2006-01-02T07:53:00+00:00,1.18447,1.18451,1.1843,1.18433,249600000
2006-01-02T07:54:00+00:00,1.18443,1.18448,1.18431,1.18445,530800000
2006-01-02T07:55:00+00:00,1.18455,1.18455,1.18433,1.18434,828200000
2006-01-02T07:56:00+00:00,1.18432,1.18449,1.18422,1.18425,729600000
2006-01-02T07:57:00+00:00,1.18437,1.18448,1.18437,1.1844,478500000
2006-01-02T07:58:00+00:00,1.18433,1.18449,1.18433,1.18435,360000000
2006-01-02T07:59:00+00:00,1.18418,1.18448,1.18418,1.18435,590100000
2006-01-02T08:00:00+00:00,1.18441,1.1845,1.18429,1.18437,575000000
2006-01-02T08:01:00+00:00,1.18443,1.18449,1.18434,1.18434,576600000
2006-01-02T08:02:00+00:00,1.18438,1.18453,1.18435,1.18441,587600000
2006-01-02T08:03:00+00:00,1.18438,1.18451,1.18428,1.18443,466800000
2006-01-02T08:04:00+00:00,1.18445,1.18452,1.18437,1.18452,572900000
2006-01-02T08:05:00+00:00,1.18451,1.18451,1.18433,1.18434,592600000
2006-01-02T08:06:00+00:00,1.18444,1.1845,1.18424,1.18424,431500000
2006-01-02T08:07:00+00:00,1.18437,1.18448,1.18428,1.18434,384200000
2006-01-02T08:08:00+00:00,1.18436,1.18452,1.1843,1.18451,587600000
2006-01-02T08:09:00+00:00,1.1844,1.18449,1.18433,1.18443,631400000
2006-01-02T08:10:00+00:00,1.18443,1.18451,1.18436,1.18444,421400000
2006-01-02T08:11:00+00:00,1.18455,1.18455,1.18437,1.18437,181200000
2006-01-02T08:12:00+00:00,1.18438,1.18449,1.1843,1.1843,559300000
2006-01-02T08:13:00+00:00,1.18453,1.18453,1.18427,1.18436,509700000
2006-01-02T08:14:00+00:00,1.18433,1.18449,1.18423,1.18432,609800000
2006-01-02T08:15:00+00:00,1.18435,1.18444,1.1843,1.18432,443200000
2006-01-02T08:16:00+00:00,1.18436,1.18444,1.18432,1.1844,392500000
2006-01-02T08:17:00+00:00,1.18428,1.18452,1.18428,1.18452,448900000
2006-01-02T08:18:00+00:00,1.18433,1.1845,1.18431,1.18445,506900000
2006-01-02T08:19:00+00:00,1.1844,1.1845,1.18427,1.18445,349900000
2006-01-02T08:20:00+00:00,1.18441,1.1845,1.18436,1.18447,258300000
2006-01-02T08:21:00+00:00,1.18446,1.18453,1.18434,1.18453,650900000
2006-01-02T08:22:00+00:00,1.18444,1.18453,1.1844,1.18452,530400000
2006-01-02T08:23:00+00:00,1.18441,1.1845,1.18435,1.18439,502600000
2006-01-02T08:24:00+00:00,1.18434,1.18452,1.18429,1.18445,446400000
2006-01-02T08:25:00+00:00,1.18452,1.18452,1.18429,1.18429,373000000
2006-01-02T08:26:00+00:00,1.18448,1.18449,1.18425,1.18425,699800000
