Etc/UTC,Open,High,Low,Close,Volume
2006-01-02T14:43:00+00:00,1.72262,1.72271,1.72259,1.72264,80900000
2006-01-02T14:44:00+00:00,1.72257,1.72263,1.72248,1.72263,32200000
2006-01-02T14:45:00+00:00,1.72261,1.72261,1.72251,1.72251,1000000
2006-01-02T14:46:00+00:00,1.7226,1.72274,1.7226,1.7227,62400000
2006-01-02T14:47:00+00:00,1.72266,1.72275,1.72251,1.72258,77800000
2006-01-02T14:48:00+00:00,1.72254,1.72266,1.72251,1.72256,84600000
2006-01-02T14:49:00+00:00,1.72259,1.72263,1.72257,1.72261,17200000
2006-01-02T14:50:00+00:00,1.72267,1.72269,1.72261,1.72262,37200000
2006-01-02T14:51:00+00:00,1.7226,1.72273,1.72257,1.72273,35800000
2006-01-02T14:52:00+00:00,1.72267,1.72271,1.72262,1.72262,28400000
2006-01-02T14:53:00+00:00,1.72255,1.72268,1.72255,1.72268,39800000
2006-01-02T14:54:00+00:00,1.72258,1.72268,1.72256,1.72262,89800000
2006-01-02T14:55:00+00:00,1.72263,1.72267,1.7225,1.72267,66700000
2006-01-02T14:56:00+00:00,1.72263,1.72263,1.72249,1.72249,64900000
