symbol,hour,offset,n,expansion_rate,med_dir,med_range,med_netto,med_mfe_20,med_mfe_60
USDCAD,15,20,3918,0.3017,0.4589,5.0714,2.1890,3.9091,6.8261
USDCAD,15,30,3970,0.3128,0.4615,5.2143,2.2500,4.0000,6.7778
USDCAD,15,40,4045,0.3387,0.4828,5.6000,2.5333,4.3125,6.5000
USDCAD,15,50,3758,0.2845,0.4357,5.5000,2.3077,4.1667,6.4444
USDCAD,18,0,2857,0.2765,0.4706,4.3333,1.8750,3.3500,5.2308
USDCAD,18,10,2680,0.2216,0.4706,3.2222,1.4167,2.5000,4.6970
USDCAD,18,20,2672,0.2028,0.4545,3.0923,1.3043,2.3636,4.7333
USDCAD,18,30,2614,0.2043,0.4766,3.0976,1.3604,2.4375,4.9231
USDCAD,18,40,2568,0.2808,0.5417,3.4000,1.6543,2.6220,5.1818
USDCAD,18,50,2766,0.2433,0.4643,3.9375,1.6667,3.0000,5.1667
USDCAD,19,0,2968,0.2685,0.4760,3.9653,1.7273,3.0667,5.4118
USDCAD,19,10,2834,0.2304,0.4685,3.4286,1.5000,2.6667,5.7500
USDCAD,19,20,2844,0.2398,0.4667,3.6250,1.5714,2.7778,6.0000
USDCAD,19,30,2933,0.2417,0.4783,3.6364,1.6250,2.8750,6.1791
USDCAD,19,40,3049,0.2519,0.4744,3.7857,1.6923,2.9333,6.3515
USDCAD,19,50,3327,0.3252,0.4815,5.0000,2.2353,3.8889,6.4706
USDCAD,20,0,3612,0.3358,0.5000,5.2500,2.4118,4.0833,6.7273
USDCAD,20,10,3533,0.3077,0.4795,4.6667,2.1111,3.5676,6.5000
USDCAD,20,20,3537,0.2977,0.4648,4.5833,2.0000,3.5000,6.4000
USDCAD,20,30,3529,0.3106,0.4808,4.5556,2.0000,3.5333,6.3333
USDCAD,20,40,3587,0.2958,0.4673,4.6667,2.0000,3.6000,6.5000
USDCAD,20,50,3643,0.3063,0.4560,5.0000,2.1111,3.8000,6.6000
USDCAD,21,0,3570,0.3165,0.4773,4.8944,2.1667,3.7778,6.4375
USDCAD,21,10,3512,0.2995,0.4694,4.5000,2.0000,3.5266,6.3333
USDCAD,21,20,3546,0.3071,0.4651,4.7647,2.1176,3.7273,6.1364
USDCAD,21,30,3558,0.3092,0.4783,4.8750,2.1519,3.7619,6.1111
USDCAD,21,40,3506,0.2986,0.4771,4.5000,2.0000,3.4444,5.8377
USDCAD,21,50,3495,0.2821,0.4586,4.4167,1.9091,3.3846,5.5000
USDCAD,22,0,3473,0.2876,0.4706,4.2727,1.9118,3.2727,5.3333
USDCAD,22,10,3370,0.2789,0.4783,3.9077,1.7778,3.0000,5.0588
USDCAD,22,20,3330,0.2619,0.4762,3.8182,1.7143,3.0000,4.9800
USDCAD,22,30,3322,0.2571,0.4615,3.7143,1.6132,2.9024,4.8462
USDCAD,22,40,3304,0.2382,0.4720,3.5590,1.5714,2.7500,4.6250
USDCAD,22,50,3299,0.2313,0.4595,3.6000,1.5769,2.7692,4.5232
USDCAD,23,0,3219,0.2566,0.4872,3.5385,1.6154,2.7500,4.4000
USDCAD,23,10,3166,0.2258,0.4815,3.2500,1.4641,2.5294,4.2353
USDCAD,23,20,3162,0.2125,0.4698,3.2500,1.4615,2.5000,4.1250
USDCAD,23,30,3168,0.2023,0.4522,3.1333,1.3529,2.4000,4.0785
USDCAD,23,40,3114,0.1805,0.4468,3.0000,1.2540,2.2727,4.1111
USDCAD,23,50,3133,0.1976,0.4583,3.1250,1.3571,2.3889,4.1111
USDCHF,0,0,3528,0.2012,0.4505,3.2000,1.3333,2.5000,4.5000
USDCHF,0,10,3439,0.1832,0.4545,3.1111,1.3043,2.4118,4.6429
USDCHF,0,20,3487,0.2159,0.4643,3.2500,1.4286,2.5000,4.9091
USDCHF,0,30,3557,0.2333,0.4737,3.4444,1.5333,2.7000,5.0000
USDCHF,0,40,3632,0.2175,0.4495,3.5000,1.5000,2.6667,5.2198
USDCHF,0,50,3846,0.2501,0.4545,3.9231,1.6667,3.0000,5.5556
USDCHF,1,0,3943,0.2686,0.4687,4.0000,1.8333,3.1538,6.0000
USDCHF,1,10,3889,0.2597,0.4773,3.9167,1.7333,3.0000,6.7143
USDCHF,1,20,4018,0.2778,0.4762,4.1429,1.8333,3.2500,7.3333
USDCHF,1,30,4219,0.2989,0.4792,4.5000,2.0000,3.5000,7.9474
USDCHF,1,40,4408,0.3124,0.4762,4.8889,2.1538,3.7817,8.5000
USDCHF,1,50,4774,0.3257,0.4679,6.3077,2.8000,4.8462,9.0000
USDCHF,2,0,5134,0.3346,0.4653,7.0000,3.1111,5.4000,9.7000
USDCHF,2,10,5235,0.3257,0.4561,6.6667,3.0000,5.1333,10.4580
USDCHF,2,20,5366,0.3427,0.4639,7.0000,3.1250,5.5000,11.0000
USDCHF,2,30,5475,0.3434,0.4615,7.3333,3.2414,5.6667,11.4545
USDCHF,2,40,5512,0.3335,0.4706,7.5833,3.3333,5.8889,11.7000
USDCHF,2,50,5614,0.3404,0.4649,9.0000,4.0000,7.0000,12.0000
USDCHF,3,0,5634,0.3490,0.4706,9.4881,4.2500,7.3333,12.1000
USDCHF,3,10,5585,0.3425,0.4674,8.6667,3.9091,6.7500,11.9129
USDCHF,3,20,5609,0.3434,0.4681,8.5000,3.8333,6.6250,11.6667
USDCHF,3,30,5591,0.3447,0.4639,8.2857,3.6000,6.3750,11.2857
USDCHF,3,40,5561,0.3356,0.4568,8.1250,3.5000,6.2500,11.0625
USDCHF,3,50,5574,0.3436,0.4706,8.5000,3.7500,6.5000,11.0000
USDCHF,4,0,5535,0.3350,0.4667,8.3333,3.6154,6.4444,10.7817
USDCHF,4,10,5470,0.3325,0.4599,7.8258,3.4444,6.0000,10.6667
USDCHF,4,20,5459,0.3252,0.4565,7.7000,3.3333,5.9375,10.3333
USDCHF,4,30,5463,0.3449,0.4667,7.8333,3.5000,6.0000,10.5000
USDCHF,4,40,5414,0.3375,0.4552,7.5455,3.2500,5.8297,10.1111
USDCHF,4,50,5438,0.3205,0.4488,7.6667,3.2500,6.0000,9.8258
USDCHF,5,0,5403,0.3343,0.4667,7.5556,3.3333,5.8571,9.6667
USDCHF,5,10,5309,0.3215,0.4615,7.0769,3.0000,5.5000,9.5000
USDCHF,5,20,5284,0.3236,0.4545,7.0000,3.0000,5.4286,9.4667
USDCHF,5,30,5259,0.3221,0.4516,6.9091,3.0000,5.3333,9.2308
USDCHF,5,40,5261,0.3229,0.4568,6.8889,3.0000,5.2353,9.2500
USDCHF,5,50,5226,0.3295,0.4595,7.0000,3.0000,5.3333,9.0000
USDCHF,6,0,5198,0.3282,0.4615,7.0000,3.0000,5.2727,9.0000
USDCHF,6,10,5129,0.3365,0.4664,6.6000,2.9412,5.0769,9.0000
USDCHF,6,20,5096,0.3334,0.4691,6.5455,3.0000,5.0000,9.0000
USDCHF,6,30,5054,0.3356,0.4615,6.5000,2.8571,5.0000,9.1111
USDCHF,6,40,5103,0.3394,0.4706,6.5000,2.9412,5.0000,9.2222
USDCHF,6,50,5152,0.3247,0.4545,6.7574,3.0000,5.2000,9.4286
USDCHF,7,0,5184,0.3333,0.4645,6.7735,3.0000,5.2222,9.5000
USDCHF,7,10,5116,0.3370,0.4670,6.6667,3.0000,5.0718,9.6667
USDCHF,7,20,5160,0.3248,0.4583,6.8000,3.0000,5.2330,10.0000
USDCHF,7,30,5202,0.3303,0.4651,7.0000,3.0000,5.3333,10.3636
USDCHF,7,40,5226,0.3486,0.4706,7.1559,3.3333,5.5556,12.2222
USDCHF,7,50,5251,0.3346,0.4557,7.5333,3.3000,5.8889,12.5833
USDCHF,8,0,5457,0.3498,0.4778,8.0000,3.6667,6.2500,13.2222
USDCHF,8,10,5612,0.3225,0.4510,8.3333,3.5000,6.4545,13.5000
USDCHF,8,20,5712,0.3465,0.4706,10.4286,4.6515,8.0000,13.5941
USDCHF,8,30,5764,0.3336,0.4634,10.6667,4.7273,8.4083,13.4686
USDCHF,8,40,5750,0.3313,0.4615,9.5000,4.1429,7.3693,12.8750
USDCHF,8,50,5706,0.3304,0.4590,9.5714,4.1667,7.4495,13.0000
USDCHF,9,0,5737,0.3150,0.4545,9.5000,4.0000,7.4000,12.8619
USDCHF,9,10,5704,0.3359,0.4615,9.0000,4.0000,7.0000,13.6667
USDCHF,9,20,5746,0.3275,0.4563,9.1818,4.0000,7.0000,13.7500
USDCHF,9,30,5791,0.3271,0.4578,9.7000,4.1111,7.4444,14.1111
USDCHF,9,40,5800,0.3188,0.4444,9.5000,4.0000,7.4444,14.1111
USDCHF,9,50,5806,0.3350,0.4658,11.0000,4.8333,8.5000,14.1056
USDCHF,10,0,5879,0.3395,0.4625,11.3333,4.9286,8.6667,14.6250
USDCHF,10,10,5837,0.3408,0.4706,10.0000,4.4286,7.6667,14.0000
USDCHF,10,20,5820,0.3407,0.4624,9.8750,4.1952,7.5385,13.5000
USDCHF,10,30,5803,0.3514,0.4706,9.9167,4.3333,7.6250,13.0000
USDCHF,10,40,5825,0.3643,0.4853,10.6667,4.8571,8.1250,12.6250
USDCHF,10,50,5767,0.3281,0.4655,10.4444,4.5000,8.0000,12.1667
USDCHF,11,0,5747,0.3238,0.4545,9.1429,4.0000,7.0000,11.3000
USDCHF,11,10,5658,0.3254,0.4590,8.5000,3.6667,6.5556,10.5000
USDCHF,11,20,5637,0.3188,0.4500,8.0000,3.5000,6.2000,10.2308
USDCHF,11,30,5576,0.3298,0.4532,7.8824,3.4000,6.0000,10.0000
USDCHF,11,40,5486,0.3228,0.4515,7.5000,3.1818,5.8000,9.5455
USDCHF,11,50,5325,0.3300,0.4667,7.4167,3.2353,5.6250,9.1250
USDCHF,12,0,5217,0.3347,0.4615,7.1111,3.1000,5.5000,8.8750
USDCHF,12,10,5022,0.3272,0.4667,6.6667,2.9091,5.1250,8.5556
USDCHF,12,20,4914,0.3398,0.4653,6.5000,2.8571,5.0000,8.5000
USDCHF,12,30,4818,0.3383,0.4713,6.1818,2.7321,4.7929,8.3333
USDCHF,12,40,4734,0.3329,0.4632,6.1667,2.7000,4.7778,8.1000
USDCHF,12,50,4694,0.3134,0.4500,6.4410,2.7500,5.0000,7.8377
USDCHF,13,0,4642,0.3404,0.4768,6.3000,2.8000,4.8889,7.8571
USDCHF,13,10,4523,0.3221,0.4865,5.7647,2.6000,4.5000,7.7778
USDCHF,13,20,4438,0.3188,0.4689,5.5000,2.4059,4.2222,7.5833
USDCHF,13,30,4424,0.3198,0.4643,5.4615,2.3750,4.2000,7.3846
USDCHF,13,40,4455,0.3239,0.4615,5.4444,2.4545,4.2174,7.2899
USDCHF,13,50,4443,0.3183,0.4613,5.6250,2.5000,4.4000,7.0690
USDCHF,14,0,4484,0.3080,0.4545,5.4286,2.4000,4.2222,7.1667
USDCHF,14,10,4417,0.3063,0.4667,5.1111,2.3333,4.0000,7.0952
USDCHF,14,20,4433,0.3147,0.4706,5.0000,2.2727,3.8889,6.8667
USDCHF,14,30,4402,0.3094,0.4691,5.0000,2.2817,3.9000,6.7000
USDCHF,14,40,4478,0.3292,0.4737,5.4706,2.4641,4.2000,6.4167
USDCHF,14,50,4418,0.2915,0.4375,5.5000,2.2727,4.3000,6.2500
USDCHF,15,0,4252,0.3119,0.4758,4.9000,2.2000,3.8333,6.1176
USDCHF,15,10,4047,0.2718,0.4615,4.3750,1.9091,3.3333,5.7143
USDCHF,15,20,3959,0.2584,0.4474,4.2000,1.7778,3.2500,5.5000
USDCHF,15,30,4020,0.2627,0.4516,4.2000,1.8333,3.2500,5.4286
USDCHF,15,40,4050,0.2938,0.4634,4.5000,2.0000,3.5000,5.3333
USDCHF,15,50,3744,0.2535,0.4355,4.5000,1.9045,3.5000,5.1519
USDCHF,18,0,3120,0.2901,0.4762,4.7417,2.0000,3.7351,5.2857
USDCHF,18,10,2905,0.2131,0.4478,3.4286,1.3750,2.6471,4.8889
USDCHF,18,20,2882,0.1985,0.4650,3.2344,1.3750,2.5000,4.9167
USDCHF,18,30,2869,0.2070,0.4762,3.2222,1.4286,2.5000,4.9167
USDCHF,18,40,2820,0.2071,0.4505,3.2222,1.3550,2.5000,5.1000
USDCHF,18,50,3041,0.2440,0.4630,3.9000,1.6923,3.0000,5.2000
USDCHF,19,0,3329,0.2589,0.4754,4.1111,1.7241,3.1250,5.4545
USDCHF,19,10,3201,0.2331,0.4630,3.6000,1.5000,2.8125,5.6875
USDCHF,19,20,3277,0.2435,0.4655,3.6667,1.5000,2.8182,5.7670
USDCHF,19,30,3361,0.2502,0.4805,3.7059,1.6364,2.9000,6.0000
USDCHF,19,40,3513,0.2411,0.4545,4.0000,1.6250,3.0000,6.2000
USDCHF,19,50,3848,0.3074,0.4737,5.0000,2.2500,3.8750,6.3000
USDCHF,20,0,4162,0.3232,0.4762,5.2053,2.3333,4.0000,6.5000
USDCHF,20,10,4063,0.3084,0.4762,4.5714,2.0000,3.6154,6.2000
USDCHF,20,20,4038,0.2982,0.4746,4.5000,2.0000,3.4667,6.2330
USDCHF,20,30,4044,0.2960,0.4667,4.4167,2.0000,3.4444,6.1111
USDCHF,20,40,4124,0.2917,0.4590,4.5556,2.0000,3.5333,6.0909
USDCHF,20,50,4226,0.3029,0.4580,4.9167,2.0769,3.7368,6.1111
USDCHF,21,0,4123,0.3015,0.4722,4.6250,2.0000,3.5714,6.0000
USDCHF,21,10,4024,0.2858,0.4706,4.3333,1.8889,3.3750,5.8333
USDCHF,21,20,4012,0.2891,0.4709,4.4444,2.0000,3.4545,5.7143
USDCHF,21,30,4011,0.2977,0.4815,4.5000,2.0000,3.5000,5.6154
USDCHF,21,40,3986,0.2800,0.4706,4.2222,1.8153,3.2222,5.4226
USDCHF,21,50,3934,0.2694,0.4615,4.1250,1.8000,3.2308,5.1429
USDCHF,22,0,3829,0.2617,0.4615,4.0000,1.7500,3.0909,5.0000
USDCHF,22,10,3766,0.2581,0.4673,3.7500,1.6364,2.9091,4.8182
USDCHF,22,20,3751,0.2453,0.4737,3.6667,1.6000,2.8182,4.7500
USDCHF,22,30,3691,0.2306,0.4615,3.5714,1.5000,2.8000,4.6667
USDCHF,22,40,3656,0.2226,0.4583,3.5000,1.5000,2.7333,4.5556
USDCHF,22,50,3633,0.2180,0.4603,3.5217,1.5000,2.7000,4.5000
USDCHF,23,0,3573,0.2222,0.4634,3.4444,1.5000,2.6667,4.5000
USDCHF,23,10,3481,0.2100,0.4737,3.2500,1.4444,2.5294,4.4000
USDCHF,23,20,3489,0.2150,0.4615,3.3000,1.4444,2.5455,4.3333
USDCHF,23,30,3467,0.2123,0.4667,3.2857,1.4000,2.5385,4.2971
USDCHF,23,40,3438,0.1914,0.4615,3.1181,1.3571,2.4167,4.3000
USDCHF,23,50,3497,0.1973,0.4583,3.2500,1.3636,2.5000,4.3750
USDJPY,0,0,3942,0.2697,0.4565,4.3504,1.9091,3.4444,6.0000
USDJPY,0,10,3920,0.2694,0.4533,4.2500,1.8198,3.3000,6.1429
USDJPY,0,20,3955,0.2662,0.4524,4.4286,1.8947,3.4444,6.3600
USDJPY,0,30,4017,0.2713,0.4561,4.4000,1.9375,3.4286,6.3964
USDJPY,0,40,4071,0.2587,0.4478,4.4500,1.9167,3.4615,6.4828
USDJPY,0,50,4204,0.2847,0.4592,4.9286,2.1429,3.7857,6.5000
USDJPY,1,0,4241,0.2943,0.4641,5.0000,2.1600,3.8750,6.6471
USDJPY,1,10,4178,0.2786,0.4545,4.7500,2.0000,3.7000,7.1752
USDJPY,1,20,4210,0.2857,0.4545,4.8000,2.0351,3.7500,7.4800
USDJPY,1,30,4286,0.2907,0.4560,4.9604,2.1111,3.8571,7.7624
USDJPY,1,40,4430,0.2941,0.4515,5.0851,2.1752,4.0000,8.0455
USDJPY,1,50,4702,0.3190,0.4545,6.1667,2.7029,4.7560,8.2800
USDJPY,2,0,4969,0.3087,0.4615,6.6667,2.9286,5.1429,8.6000
USDJPY,2,10,4975,0.3190,0.4615,6.2000,2.7500,4.8444,9.0501
USDJPY,2,20,5029,0.3100,0.4474,6.2381,2.6667,4.8333,9.2500
USDJPY,2,30,5064,0.3122,0.4545,6.3571,2.8000,4.9167,9.5000
USDJPY,2,40,5048,0.3249,0.4623,6.4444,2.8787,5.0000,9.8000
USDJPY,2,50,5199,0.3279,0.4667,7.5000,3.2500,5.8621,9.7857
USDJPY,3,0,5299,0.3425,0.4681,7.8125,3.4545,6.0000,9.7884
USDJPY,3,10,5192,0.3415,0.4624,7.1250,3.0500,5.5000,9.4545
USDJPY,3,20,5184,0.3191,0.4598,7.0000,3.0000,5.5000,9.2500
USDJPY,3,30,5154,0.3141,0.4544,6.8377,3.0000,5.2000,8.9167
USDJPY,3,40,5142,0.3296,0.4661,6.5000,2.9258,5.0000,8.8000
USDJPY,3,50,5188,0.3364,0.4645,6.8333,3.0000,5.2500,8.5714
USDJPY,4,0,5153,0.3198,0.4615,6.7500,3.0000,5.2143,8.5000
USDJPY,4,10,5029,0.3124,0.4545,6.1818,2.7059,4.8333,8.1667
USDJPY,4,20,5013,0.3216,0.4615,6.2500,2.7692,4.8810,7.9412
USDJPY,4,30,5024,0.3101,0.4545,6.2857,2.7059,4.8846,7.7273
USDJPY,4,40,4987,0.3038,0.4444,5.9310,2.5000,4.5000,7.5918
USDJPY,4,50,4946,0.2930,0.4382,6.0000,2.5000,4.5625,7.3750
USDJPY,5,0,4906,0.3043,0.4467,6.0000,2.5000,4.5455,7.1600
USDJPY,5,10,4839,0.2982,0.4444,5.5000,2.4000,4.3000,7.0000
USDJPY,5,20,4772,0.2925,0.4500,5.4615,2.3750,4.2000,6.9524
USDJPY,5,30,4739,0.2834,0.4435,5.3333,2.2000,4.0000,6.8824
USDJPY,5,40,4719,0.2873,0.4414,5.1667,2.1765,4.0000,6.8571
USDJPY,5,50,4693,0.2892,0.4444,5.3333,2.2500,4.0714,6.7857
USDJPY,6,0,4680,0.3009,0.4482,5.3921,2.2692,4.0952,6.8000
USDJPY,6,10,4596,0.2913,0.4496,5.1538,2.2500,4.0000,6.8462
USDJPY,6,20,4557,0.2987,0.4545,5.1500,2.1667,4.0000,7.0000
USDJPY,6,30,4553,0.2871,0.4474,5.0000,2.1778,3.9474,7.0000
USDJPY,6,40,4540,0.2934,0.4510,5.0871,2.1538,4.0000,7.2727
USDJPY,6,50,4551,0.2942,0.4467,5.5000,2.3333,4.1765,7.2857
USDJPY,7,0,4626,0.2987,0.4545,5.5714,2.5000,4.3077,7.5000
USDJPY,7,10,4560,0.2978,0.4545,5.4361,2.3182,4.1818,7.6923
USDJPY,7,20,4582,0.3075,0.4577,5.5000,2.3750,4.2500,8.0857
USDJPY,7,30,4622,0.3243,0.4631,5.6154,2.5000,4.4000,8.5333
USDJPY,7,40,4672,0.2935,0.4545,5.6667,2.4286,4.3750,10.5000
USDJPY,7,50,4746,0.3161,0.4571,6.1429,2.6141,4.7183,11.0000
USDJPY,8,0,4986,0.3259,0.4548,6.6023,2.8947,5.1250,11.5000
USDJPY,8,10,5206,0.3125,0.4420,7.0000,3.0000,5.4495,11.6923
USDJPY,8,20,5427,0.3429,0.4724,9.5000,4.2857,7.5000,11.9167
USDJPY,8,30,5479,0.3415,0.4667,9.6667,4.3200,7.6897,11.6667
USDJPY,8,40,5419,0.3124,0.4444,8.0000,3.4444,6.1538,10.9091
USDJPY,8,50,5338,0.3248,0.4561,8.0000,3.5000,6.3125,11.0000
USDJPY,9,0,5354,0.3123,0.4444,8.0000,3.3820,6.1381,11.0000
USDJPY,9,10,5317,0.3088,0.4444,7.3333,3.0000,5.6842,12.0000
USDJPY,9,20,5388,0.3168,0.4444,8.0742,3.4641,6.2000,12.2554
USDJPY,9,30,5490,0.3129,0.4464,8.8571,3.7000,6.7273,12.2143
USDJPY,9,40,5536,0.3065,0.4413,8.4686,3.5000,6.5000,12.0769
USDJPY,9,50,5573,0.3199,0.4554,9.7778,4.0741,7.5625,12.0000
USDJPY,10,0,5647,0.3189,0.4524,9.7273,4.0909,7.5000,12.1429
USDJPY,10,10,5527,0.3277,0.4583,8.4545,3.6842,6.5556,11.5000
USDJPY,10,20,5505,0.3094,0.4416,8.2143,3.4706,6.3000,11.0000
USDJPY,10,30,5472,0.3257,0.4483,8.1429,3.5000,6.3077,10.8397
USDJPY,10,40,5503,0.3556,0.4815,9.0000,4.0000,6.9524,10.5000
USDJPY,10,50,5482,0.3039,0.4460,8.8333,3.7596,6.7895,10.0000
USDJPY,11,0,5428,0.2972,0.4444,7.7778,3.2857,6.0000,9.1500
USDJPY,11,10,5273,0.3070,0.4427,7.0000,3.0000,5.4000,8.6000
USDJPY,11,20,5162,0.3067,0.4510,6.7657,2.8824,5.1429,8.1538
USDJPY,11,30,5048,0.3067,0.4444,6.5000,2.7795,5.0000,8.0833
USDJPY,11,40,4953,0.3065,0.4464,6.1111,2.6000,4.8000,7.6111
USDJPY,11,50,4827,0.2981,0.4429,6.1000,2.5455,4.6667,7.3750
USDJPY,12,0,4721,0.3114,0.4531,6.0000,2.5238,4.5652,7.1739
USDJPY,12,10,4546,0.2919,0.4444,5.5500,2.3586,4.2500,7.0458
USDJPY,12,20,4452,0.2992,0.4583,5.3333,2.3333,4.0714,7.0000
USDJPY,12,30,4365,0.2932,0.4500,5.1250,2.1739,4.0000,6.9167
USDJPY,12,40,4305,0.2971,0.4486,5.0000,2.1250,4.0000,6.7826
USDJPY,12,50,4270,0.2906,0.4444,5.5000,2.4000,4.2390,6.7500
USDJPY,13,0,4243,0.3208,0.4655,5.5000,2.4000,4.2667,6.7778
USDJPY,13,10,4133,0.3012,0.4610,5.0000,2.2000,3.9091,6.7500
USDJPY,13,20,4101,0.2972,0.4688,4.9375,2.1429,3.8235,6.6364
USDJPY,13,30,4127,0.2946,0.4638,4.8421,2.0556,3.7273,6.4330
USDJPY,13,40,4108,0.2780,0.4615,4.6978,2.0000,3.6667,6.3030
USDJPY,13,50,4084,0.2904,0.4612,5.0000,2.1861,3.9000,6.3333
USDJPY,14,0,4147,0.2894,0.4651,4.9091,2.1875,3.8125,6.4000
USDJPY,14,10,4101,0.2812,0.4556,4.5556,2.0000,3.5833,6.4000
USDJPY,14,20,4133,0.2724,0.4595,4.5294,2.0000,3.5000,6.3333
USDJPY,14,30,4101,0.2843,0.4727,4.6250,2.0370,3.5882,6.2500
USDJPY,14,40,4210,0.3088,0.4615,4.8856,2.1667,3.7308,6.0000
USDJPY,14,50,4183,0.2701,0.4435,4.9500,2.0000,3.7895,5.7500
USDJPY,15,0,4028,0.2808,0.4694,4.5714,2.0000,3.5184,5.6667
USDJPY,15,10,3894,0.2488,0.4528,4.1263,1.7842,3.1429,5.4667
USDJPY,15,20,3882,0.2465,0.4555,4.0000,1.7143,3.0833,5.2222
USDJPY,15,30,3903,0.2273,0.4362,4.0000,1.6667,3.0476,5.1000
USDJPY,15,40,3964,0.2581,0.4561,4.2500,1.8333,3.2857,5.0000
USDJPY,15,50,3724,0.2347,0.4286,4.3101,1.6940,3.2857,4.8293
USDJPY,18,0,3458,0.3149,0.4848,4.9045,2.2500,3.9487,6.5238
USDJPY,18,10,3268,0.2693,0.4815,4.1667,1.8750,3.2697,6.6493
USDJPY,18,20,3302,0.2568,0.4565,4.2000,1.7692,3.2896,7.0445
USDJPY,18,30,3366,0.2754,0.4714,4.3507,1.9122,3.4211,7.2208
USDJPY,18,40,3384,0.2710,0.4643,4.4167,1.8947,3.4000,7.4167
USDJPY,18,50,3532,0.3205,0.4828,5.6962,2.5000,4.4142,7.5193
USDJPY,19,0,3794,0.3339,0.5000,6.0000,2.6667,4.7500,8.1000
USDJPY,19,10,3715,0.2939,0.4658,5.2727,2.2500,4.0588,8.8490
USDJPY,19,20,3797,0.3005,0.4583,5.2813,2.2727,4.0952,9.3333
USDJPY,19,30,3972,0.3306,0.4848,5.5000,2.5000,4.2857,9.5556
USDJPY,19,40,4230,0.3175,0.4667,6.2500,2.7143,4.8619,9.7500
USDJPY,19,50,4588,0.3496,0.4783,8.0000,3.6172,6.1667,9.8000
USDJPY,20,0,4827,0.3551,0.5000,8.0000,3.6774,6.2174,10.0000
USDJPY,20,10,4686,0.3329,0.4615,6.6583,3.0000,5.1667,9.4286
USDJPY,20,20,4656,0.3217,0.4567,6.3750,2.7760,5.0000,9.1250
USDJPY,20,30,4602,0.3159,0.4619,6.2124,2.7333,4.9069,9.0000
USDJPY,20,40,4730,0.3121,0.4578,7.0000,3.0000,5.4361,9.0000
USDJPY,20,50,4815,0.3142,0.4628,7.3750,3.2222,5.7500,8.9130
USDJPY,21,0,4624,0.3186,0.4648,6.5714,2.8667,5.0385,8.2500
USDJPY,21,10,4490,0.2960,0.4530,6.0000,2.5385,4.6364,7.8696
USDJPY,21,20,4476,0.3179,0.4672,6.0000,2.6250,4.5736,7.6154
USDJPY,21,30,4371,0.2995,0.4474,5.8846,2.5000,4.5714,7.2500
USDJPY,21,40,4314,0.2958,0.4607,5.4667,2.3333,4.2000,6.8571
USDJPY,21,50,4266,0.2801,0.4504,5.4000,2.2727,4.1111,6.6818
USDJPY,22,0,4171,0.2891,0.4529,5.2222,2.2222,4.0000,6.5256
USDJPY,22,10,4090,0.2638,0.4444,4.8333,2.0000,3.7113,6.2500
USDJPY,22,20,4048,0.2831,0.4465,4.8000,2.0000,3.6364,6.0467
USDJPY,22,30,4001,0.2657,0.4444,4.6562,2.0000,3.6000,6.0000
USDJPY,22,40,3951,0.2615,0.4545,4.5000,2.0000,3.5000,6.0000
USDJPY,22,50,3933,0.2588,0.4444,4.5000,1.8824,3.4167,5.9091
USDJPY,23,0,3877,0.2752,0.4526,4.4000,1.8947,3.4167,5.9412
USDJPY,23,10,3834,0.2501,0.4508,4.1538,1.8110,3.2308,5.8571
USDJPY,23,20,3874,0.2576,0.4545,4.3604,1.8889,3.3750,5.8063
USDJPY,23,30,3910,0.2616,0.4615,4.3515,1.8868,3.3548,5.7500
USDJPY,23,40,3906,0.2384,0.4426,4.2000,1.7273,3.2308,5.8667
USDJPY,23,50,3958,0.2612,0.4545,4.4082,1.8723,3.4189,6.0000
